,Unnamed: 0.2,movieId,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,rating
1007,6265,430,2,1,James Cagney,Liselotte Pulver,0,Billy Wilder,6430,Comedy,False,3000000,Comedy,en,"One, Two, Three",A Coca-Cola executive in West Berlin tries to keep the boss's daughter from marrying a Communist.,3.044499,The Mirisch Corporation,United States of America,1961-12-15,4000000.0,115.0,English,"One, Two, Three",7.6,66.0,2.309352517985612
1008,6267,5185,2,2,Robert Stephens,Colin Blakely,0,Billy Wilder,6432,Adventure,False,10000000,Adventure,en,The Private Life of Sherlock Holmes,"Director Billy Wilder adds a new and intriguing twist to the personality of intrepid detective Sherlock Holmes. One thing hasn't changed however: Holmes' crime-solving talents. Holmes and Dr. Watson take on the case of a beautiful woman whose husband has vanished. The investigation proves strange indeed, involving six missing midgets, villainous monks, a Scottish castle, the Loch Ness monster, and covert naval experiments. Can the sleuths make sense of all this and solve the mystery",4.127728,United Artists,United Kingdom,1970-10-29,1500000.0,125.0,Deutsch,The Private Life of Sherlock Holmes,6.9,61.0,2.652542372881356
1009,6272,8273,2,1,Jason Biggs,Alyson Hannigan,2,Jesse Dylan,6437,Comedy,False,55000000,Comedy,en,American Wedding,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",14.397139,Universal Pictures,United States of America,2003-08-01,231449203.0,103.0,English,American Wedding,6.0,1158.0,3.3615384615384616
1010,6276,8094,1,1,Anne-Marie Duff,Nora-Jane Noone,2,Peter Mullan,6442,Drama,False,0,Drama,en,The Magdalene Sisters,"Four women are given into the custody of the Magdalene sisterhood asylum to correct their sinful behavior: Crispina and Rose have given birth to a premarital child, Margaret got raped by her cousin and the orphan Bernadette had been repeatedly caught flirting with the boys. All have to work in a laundry under the strict supervision of the nuns, who break their wills through sadistic punishment.",5.725912,Film Council,Ireland,2002-10-24,20957001.0,119.0,English,The Magdalene Sisters,7.4,114.0,3.815525876460768
1011,6300,6466,2,2,Robert Englund,Ken Kirzinger,0,Ronny Yu,6466,Horror,False,30000000,Horror,en,Freddy vs. Jason,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",14.015739,New Line Cinema,Canada,2003-08-15,114908830.0,97.0,English,Freddy vs. Jason,5.8,608.0,3.5605381165919283
1012,6302,2055,2,2,Kevin Costner,Robert Duvall,2,Kevin Costner,6468,Western,False,22000000,Western,en,Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,16.532577,Tig Productions,United States of America,2003-08-29,68296293.0,139.0,English,Open Range,7.0,268.0,2.7388392857142856
1013,6305,2771,2,1,Paul Giamatti,Hope Davis,1,Shari Springer Berman,6471,Comedy,False,0,Comedy,en,American Splendor,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,7.05435,[],United States of America,2003-08-15,6003587.0,101.0,English,American Splendor,7.1,121.0,3.0074243289548828
1014,6326,30970,1,2,Juliette Binoche,Thierry Neuvic,2,Michael Haneke,6492,War,False,0,War,fr,Code Inconnu: Récit Incomplet de Divers Voyages,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters lives interconnect with a Romanian immigrant and a deaf teacher.",11.251674,France 2 Cinéma,France,2000-05-19,95242.0,118.0,العربية,Code Unknown,6.9,59.0,3.333333333333333
1015,6330,636,2,2,Robert Duvall,Donald Pleasence,2,George Lucas,6496,Drama,False,777000,Drama,en,THX 1138,People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.,8.152085,American Zoetrope,United States of America,1971-03-11,2437000.0,86.0,English,THX 1138,6.4,265.0,2.9615384615384617
1016,6331,3055,1,1,Barbara Parkins,Patty Duke,2,Mark Robson,6497,Music,False,5000000,Music,en,Valley of the Dolls,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young ladies in show business.,2.474398,Red Lion,United States of America,1967-12-27,50000000.0,123.0,English,Valley of the Dolls,6.7,30.0,3.460218408736349
1017,6338,26198,2,1,Scott Glenn,Alberta Watson,2,Michael Mann,6504,Horror,False,6000000,Horror,en,The Keep,Nazis take over an ancient fortress that contains a mysterious entity that wreaks havoc and death upon them.,3.554491,Paramount Pictures,United Kingdom,1983-12-16,3661757.0,96.0,English,The Keep,5.9,56.0,3.413612565445026
1018,6347,936,2,2,David Niven,Peter Sellers,2,Blake Edwards,6513,Comedy,False,0,Comedy,en,The Pink Panther,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for Switzerland, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",7.851263,United Artists,United States of America,1963-12-19,10878107.0,115.0,English,The Pink Panther,6.9,246.0,3.9973474801061006
1019,6353,3782,2,2,Takashi Shimura,Haruo Tanaka,2,Akira Kurosawa,6520,Drama,False,0,Drama,ja,生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",7.843562,Toho Company,Japan,1952-10-09,55240.0,143.0,日本語,Ikiru,8.1,208.0,2.7
1020,6365,513,1,1,Nandita Das,Shabana Azmi,1,Deepa Mehta,6534,Drama,False,0,Drama,en,Fire,"In a barren, arranged marriage to an amateur swami who seeks enlightenment through celibacy, Radha's life takes an irresistible turn when her beautiful young sister-in-law seeks to free herself from the confines of her own loveless marriage.",5.398354,Kaleidoscope Entertainment,Canada,1996-09-06,501533.0,108.0,English,Fire,6.0,17.0,2.950996677740864
1021,6367,32316,1,2,Lisa Kudrow,Damon Wayans,2,Richard Benjamin,6536,Comedy,False,20000000,Comedy,en,Marci X,A Jewish-American Princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers.,4.15656,Paramount Pictures,United States of America,2003-08-22,1675706.0,84.0,English,Marci X,3.3,12.0,3.6354166666666665
1022,6379,112961,1,2,Emmy Rossum,Steven Bauer,2,Alan Hruska,6549,Comedy,False,0,Comedy,en,Nola,"An urban fairy tale-romantic comedy, in which Nola, an aspiring songwriter, leaves an abusive Kansas home and journeys to New York to find her biological father. Once there, she finds more than she expected.",0.349913,Hutch Films LLC,United States of America,2003-01-01,10550.0,97.0,English,Nola,0.0,0.0,2.5
1023,6386,1415,2,2,Seth Green,Macaulay Culkin,2,Fenton Bailey,6556,Comedy,False,5000000,Comedy,en,Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",3.007842,ContentFilm,Netherlands,2003-09-05,742898.0,98.0,English,Party Monster,5.9,60.0,3.547872340425532
1024,6389,7270,2,2,Nicolas Cage,Sam Rockwell,2,Ridley Scott,6559,Comedy,False,62000000,Comedy,en,Matchstick Men,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,5.539265,Saturn Films,United States of America,2003-09-01,65565672.0,116.0,English,Matchstick Men,6.9,515.0,2.889830508474576
1025,6390,1428,2,1,Antonio Banderas,Salma Hayek,2,Robert Rodriguez,6560,Action,False,29000000,Action,en,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",8.843365,Columbia Pictures Corporation,United States of America,2003-09-11,98185582.0,102.0,English,Once Upon a Time in Mexico,6.2,605.0,3.4264264264264264
1026,6392,153,2,1,Bill Murray,Scarlett Johansson,1,Sofia Coppola,6562,Drama,False,4000000,Drama,en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",11.609441,American Zoetrope,Japan,2003-08-31,119723856.0,102.0,日本語,Lost in Translation,7.3,1943.0,2.906473407180454
1027,6415,2687,2,1,Chevy Chase,Daryl Hannah,2,John Carpenter,6585,Comedy,False,40000000,Comedy,en,Memoirs of an Invisible Man,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.",6.064099,Regency Enterprises,France,1992-02-28,14358033.0,99.0,English,Memoirs of an Invisible Man,5.7,127.0,3.465273816314889
1028,6434,277,1,2,Kate Beckinsale,Scott Speedman,2,Len Wiseman,6605,Fantasy,False,22000000,Fantasy,en,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",20.624333,Lakeshore Entertainment,Germany,2003-09-19,95708457.0,121.0,English,Underworld,6.6,2556.0,3.389824435686134
1029,6441,7288,2,1,Ben Stiller,Drew Barrymore,2,Danny DeVito,6614,Action,False,40000000,Action,en,Duplex,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",12.160363,Miramax Films,Germany,2003-09-26,19322135.0,89.0,English,Duplex,5.9,500.0,3.642857142857143
1030,6446,321,2,0,Luke Kirby,Ginette Reno,2,Émile Gaudreault,6620,Comedy,False,4361898,Comedy,en,Mambo Italiano,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",2.873356,icon,Canada,2003-06-06,3031801.0,92.0,English,Mambo Italiano,5.6,28.0,3.761458333333333
1031,6447,20,1,1,Sarah Polley,Amanda Plummer,1,Isabel Coixet,6621,Drama,False,0,Drama,en,My Life Without Me,A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.,10.310508,El Deseo,Canada,2003-03-07,9726954.0,106.0,English,My Life Without Me,7.2,78.0,2.894070547500541
1032,6451,837,2,1,James Woods,Sonja Smits,2,David Cronenberg,6625,Horror,False,5952000,Horror,en,Videodrome,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,7.945039,Universal Pictures,Canada,1983-02-04,2120439.0,87.0,English,Videodrome,7.1,464.0,3.432140700483092
1033,6453,821,2,2,Spencer Tracy,Burt Lancaster,2,Stanley Kramer,6628,Drama,False,3000000,Drama,en,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",9.697105,United Artists,Germany,1961-12-01,10000000.0,186.0,English,Judgment at Nuremberg,7.6,161.0,2.99
1034,6463,891,2,2,Robert Redford,Dustin Hoffman,2,Alan J. Pakula,6638,Drama,False,8500000,Drama,en,All the President's Men,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself.",12.421754,Wildwood Enterprises,United States of America,1976-04-04,70600000.0,138.0,Español,All the President's Men,7.6,424.0,2.603007181328546
1035,6472,650,2,2,Laurence Fishburne,Cuba Gooding Jr.,2,John Singleton,6647,Crime,False,6500000,Crime,en,Boyz n the Hood,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,6.866506,Columbia Pictures Corporation,United States of America,1991-07-12,57504069.0,112.0,English,Boyz n the Hood,7.4,377.0,3.46133154001345
1036,6486,7442,1,2,Julia Roberts,Patrick Bergin,2,Joseph Ruben,6661,Drama,False,19000000,Drama,en,Sleeping with the Enemy,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",8.560694,Twentieth Century Fox Film Corporation,United States of America,1991-02-08,174999005.0,99.0,English,Sleeping with the Enemy,6.1,228.0,3.125531914893617
1037,6488,6723,2,2,Clint Eastwood,Charlie Sheen,2,Clint Eastwood,6663,Action,False,10000000,Action,en,The Rookie,"Veteran cop Nick Pulovski is used to playing musical partners; many of the partners he's had in the past have died on the job, and often as a result of Nick's risky tactics. But the rookie who's been assigned to help Nick bust a carjacking ring is almost as hotheaded as he is … and when Nick gets kidnapped, his newbie partner is his only hope.",8.110591,Malpaso Productions,United States of America,1990-12-06,21633874.0,120.0,English,The Rookie,5.6,134.0,3.5199004975124377
1038,6499,26850,2,1,Liam Neeson,Laura San Giacomo,2,Simon Moore,6674,Crime,False,0,Crime,en,Under Suspicion,"In the late 1950s, British police officer Tony Aaron resigns from the force after sleeping with Hazel, wife of the man whose house he was supposed to guard. In his new job as a fake private investigator, he helps couples get divorces by photographing Hazel having ""affairs"" with the husband. When she is murdered during a job, Tony begins having an affair with the dead man's mistress, Angeline, while trying to prove his innocence.",2.774589,Columbia Pictures Corporation,United Kingdom,1991-09-27,221295.0,99.0,English,Under Suspicion,6.1,15.0,3.480769230769231
1039,6538,2116,2,1,Denzel Washington,Eva Mendes,0,Carl Franklin,6713,Thriller,False,50000000,Thriller,en,Out of Time,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",10.738888,Original Film,United States of America,2003-10-03,55495563.0,105.0,English,Out of Time,6.1,305.0,3.260423506237689
1040,6539,1584,2,1,Jack Black,Joan Cusack,2,Richard Linklater,6714,Comedy,False,35000000,Comedy,en,School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",17.95142,Paramount Pictures,Germany,2003-10-03,131282949.0,108.0,English,School of Rock,6.8,1454.0,3.6672594142259416
1041,6543,2056,2,1,Peter Dinklage,Patricia Clarkson,0,Tom McCarthy,6718,Drama,False,500000,Drama,en,The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",5.85469,Next Wednesday Productions,United States of America,2003-01-26,8679814.0,88.0,English,The Station Agent,7.4,213.0,3.36340206185567
1042,6544,4997,2,2,Val Kilmer,Dylan McDermott,2,James Cox,6719,Crime,False,5000000,Crime,en,Wonderland,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",8.062123,Lions Gate Films,Canada,2003-10-23,2466444.0,104.0,English,Wonderland,6.2,73.0,2.926136363636364
1043,6546,322,2,2,Sean Penn,Tim Robbins,2,Clint Eastwood,6721,Thriller,False,25000000,Thriller,en,Mystic River,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",12.602438,Village Roadshow Pictures,United States of America,2003-10-07,156822020.0,138.0,English,Mystic River,7.6,1473.0,3.6868589743589744
1044,6550,24,1,1,Uma Thurman,Lucy Liu,2,Quentin Tarantino,6725,Action,False,30000000,Action,en,Kill Bill: Vol. 1,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",25.261865,Miramax Films,United States of America,2003-10-10,180949000.0,111.0,English,Kill Bill: Vol. 1,7.7,5091.0,3.180374548242252
1045,6564,4256,1,1,Pamela Anderson,Jenny McCarthy,2,David Zucker,6739,Comedy,False,48000000,Comedy,en,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",11.142209,Dimension Films,United States of America,2003-10-24,220673217.0,84.0,English,Scary Movie 3,5.8,948.0,3.0722433460076046
1046,6566,1807,2,2,Alex Frost,Eric Deulen,2,Gus Van Sant,6741,Drama,False,3000000,Drama,en,Elephant,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent. The film chronicles the events surrounding a school shooting.,6.447312,HBO Films,United States of America,2003-05-18,10012022.0,81.0,English,Elephant,7.0,410.0,3.158682634730539
1047,6582,2348,1,2,Patricia Arquette,Joseph Gordon-Levitt,2,Leonard Nimoy,6757,Comedy,False,0,Comedy,en,Holy Matrimony,A young Hutterite boy must marry his late brother's wife who comes from outside the community.,2.293644,Hollywood Pictures,United States of America,1994-04-08,616938.0,93.0,English,Holy Matrimony,4.6,7.0,3.548118811881188
1048,6593,897,0,1,Kanu Bannerjee,Karuna Bannerjee,2,Satyajit Ray,6768,Drama,False,0,Drama,bn,অপরাজিত,The Unvanquished is the second part of the Bangladesh Apu film series about a boy named Apu who gets a scholarship to study at a College in Calcutta. His mother is alone and torn between wanting him to be successful and not wanting him to leave her alone.,2.80051,Epic Productions,India,1956-10-11,170215.0,110.0,বাংলা,Aparajito,7.9,44.0,3.6477151965993615
1049,6602,43708,2,1,Charles Busch,Frances Conroy,0,Mark Rucker,6777,Comedy,False,0,Comedy,en,"Die, Mommie, Die!","You slipped into my life as easily as vermouth into a glass of gin, purrs reclusive singing star Angela Arden. Arden is not only haunted by a secret, she's treated like dirt by her louse of a husband, her snoopy maid, and her petulant daughter. Only her mentally defective son and a well-endowed gigolo treat her with love and affection. Is it any wonder she takes drastic action to improve her life?",0.950658,Aviator Films,United States of America,2003-10-31,320092.0,90.0,English,"Die, Mommie, Die!",6.6,17.0,3.4509283819628647
1050,6607,605,2,2,Keanu Reeves,Laurence Fishburne,1,Lilly Wachowski,6783,Adventure,False,150000000,Adventure,en,The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,15.368205,Village Roadshow Pictures,United States of America,2003-11-05,424988211.0,129.0,English,The Matrix Revolutions,6.4,3155.0,3.308572179858007
1051,6611,1277,1,2,Erika Marozsán,Joachim Król,2,Rolf Schübel,6788,Romance,False,0,Romance,de,Ein Lied von Liebe und Tod – Gloomy Sunday,"Budapest in the thirties. The restaurant owner Laszlo hires the pianist András to play in his restaurant. Both men fall in love with the beautiful waitress Ilona who inspires András to his only composition. His song of Gloomy Sunday is, at first, loved and then feared, for its melancholic melody triggers off a chain of suicides. The fragile balance of the erotic ménage à trois is sent off kilter when the German Hans goes and falls in love with Ilona as well.",0.737097,Studio Hamburg Filmproduktion,Germany,1999-10-21,585604.0,112.0,English,Gloomy Sunday,7.8,12.0,3.7835331372992536
1052,6613,508,1,1,Keira Knightley,Heike Makatsch,2,Richard Curtis,6791,Comedy,False,40000000,Comedy,en,Love Actually,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,10.586815,Universal Pictures,United Kingdom,2003-09-07,244931766.0,135.0,English,Love Actually,7.0,1917.0,3.8064068120759527
1053,6617,8619,2,2,Russell Crowe,Paul Bettany,2,Peter Weir,6796,Adventure,False,150000000,Adventure,en,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",8.693298,Universal Pictures,United States of America,2003-11-14,212011111.0,138.0,Français,Master and Commander: The Far Side of the World,6.9,808.0,3.451219512195122
1054,6621,4970,1,2,Halle Berry,Robert Downey Jr.,2,Mathieu Kassovitz,6801,Horror,False,40000000,Horror,en,Gothika,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",10.939066,Columbia Pictures Corporation,United States of America,2003-11-21,141591324.0,98.0,English,Gothika,5.8,643.0,3.876237623762376
1055,6622,470,2,1,Sean Penn,Naomi Watts,2,Alejandro González Iñárritu,6802,Drama,False,20000000,Drama,en,21 Grams,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",6.372278,This Is That Productions,United States of America,2003-09-06,60427839.0,124.0,English,21 Grams,7.2,943.0,2.1476377952755907
1056,6634,1702,1,2,Ely Pouget,Brad Dourif,2,Stephen Norrington,6816,Action,False,0,Action,en,Death Machine,"Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.",9.217153,Fugitive Features,United Kingdom,1994-12-23,1422749.0,117.0,English,Death Machine,5.8,26.0,2.5815891079048976
1057,6639,4823,2,1,Richard Gere,Kim Basinger,2,Phil Joanou,6821,Drama,False,0,Drama,en,Final Analysis,Barr is a psychiatrist who falls in love with the sister of one of his clients. She's beautiful and married to a gangster. She hates her husband but is unable to escape from him.,4.43707,Warner Bros.,United States of America,1992-02-07,28590665.0,117.0,English,Final Analysis,5.4,61.0,3.3417508417508417
1058,6645,860,2,2,Matthew Broderick,Dabney Coleman,2,John Badham,6827,Thriller,False,12000000,Thriller,en,WarGames,"High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.",8.321647,United Artists,United States of America,1983-06-03,79567667.0,114.0,English,WarGames,7.0,517.0,3.537275064267352
1059,6648,5000,1,2,Brigitte Fossey,Georges Poujouly,2,René Clément,6830,Drama,False,0,Drama,fr,Jeux interdits,"Orphaned after a Nazi air raid, Paulette, a young Parisian girl, runs into Michel, an older peasant boy, and the two quickly become close. Together, they try to make sense of the chaotic and crumbling world around them, attempting to cope with death as they create a burial ground for Paulette's deceased pet dog. Eventually, however, Paulette's stay with Michel's family is threatened by the harsh realities of wartime.",3.936747,Silver Films,France,1952-05-09,10188.0,86.0,Français,Forbidden Games,7.8,68.0,3.5416666666666665
1060,6659,5143,2,2,Woody Allen,Michael Caine,2,Woody Allen,6841,Comedy,False,6400000,Comedy,en,Hannah and Her Sisters,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",9.57874,Orion Pictures,United States of America,1986-02-07,40084041.0,107.0,English,Hannah and Her Sisters,7.6,224.0,3.168831168831169
1061,6662,8010,2,2,Christopher Lambert,Sean Connery,2,Russell Mulcahy,6844,Action,False,30000000,Action,en,Highlander II: The Quickening,"In the year 2025, the ozone layer is believed to have been destroyed. It is up to MacLeod and Rameriz to set things right. Opposition comes from both the planet Ziest (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Ziest.",8.032638,Lamb Bear Entertainment,Argentina,1991-01-30,15556340.0,91.0,English,Highlander II: The Quickening,4.5,213.0,3.6934156378600815
1062,6670,951,2,1,Arnold Schwarzenegger,Penelope Ann Miller,2,Ivan Reitman,6852,Comedy,False,15000000,Comedy,en,Kindergarten Cop,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",3.67003,Imagine Entertainment,United States of America,1990-12-21,201957688.0,111.0,English,Kindergarten Cop,5.8,643.0,4.100112485939258
1063,6674,1643,2,0,Marlon Brando,Maria Schneider,2,Bernardo Bertolucci,6856,Drama,False,1250000,Drama,fr,Ultimo tango a Parigi,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.,12.74564,United Artists,France,1972-10-14,36144000.0,129.0,English,Last Tango in Paris,7.1,240.0,3.8609756097560974
1064,6675,2007,1,2,Susan Sarandon,Nick Nolte,2,George Miller,6857,Drama,False,0,Drama,en,Lorenzo's Oil,"Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves",9.968395,Universal Pictures,United States of America,1992-12-30,7286388.0,135.0,English,Lorenzo's Oil,6.6,108.0,2.799097065462754
1065,6678,2612,2,2,Jim Belushi,Michael Caine,2,James Orr,6860,Fantasy,False,20000000,Fantasy,en,Mr. Destiny,"Larry Burrows is unhappy and feels powerless over his life. He believes his entire life could have turned out differently had he not missed that shot in a baseball game when was a kid. One night he meets this mysterious man, who could change his fate by offering him that alternative life he always dreamed of. But as Burrows embarks on this journey of self discovery he realises that even this new life has its problems and drawbacks..",4.414928,Touchstone Pictures,United States of America,1990-10-12,15379253.0,110.0,English,Mr. Destiny,6.1,60.0,3.932062966031483
1066,6681,2611,2,1,John Candy,Maureen O'Hara,2,Chris Columbus,6863,Comedy,False,0,Comedy,en,Only the Lonely,"Danny Muldoon, a Chicago policeman, still lives with his overbearing mother Rose. He meets and falls in love with Theresa Luna , whose father owns the local funeral parlour. Naturally, his mother objects to the relationship, and Danny and Theresa must either overcome her objections or give up the romance.",10.313689,Twentieth Century Fox Film Corporation,United States of America,1991-05-24,21830957.0,104.0,ελληνικά,Only the Lonely,6.2,40.0,3.854085603112841
1067,6682,1825,2,2,Sylvester Stallone,Robert Loggia,2,Menahem Golan,6864,Action,False,25000000,Action,en,Over the Top,"Sylvester Stallone stars as hard-luck big-rig trucker Lincoln Hawk and takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship.  Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law.",8.431956,Cannon Group,United States of America,1987-02-13,16057580.0,93.0,English,Over the Top,5.7,331.0,2.7146017699115044
1068,6688,3176,2,1,Takeshi Kitano,Tsuyako Kinoshita,2,Kinji Fukasaku,6870,Drama,False,4500000,Drama,ja,バトル・ロワイアル,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",12.701098,Nippon Shuppan Hanbai (Nippan) K.K.,Japan,2000-12-16,25000000.0,114.0,日本語,Battle Royale,7.3,992.0,3.4952299722011624
