,movie_id,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
8027,9801,1,2,Renée Zellweger,Hugh Grant,1,Beeban Kidron,8242,Comedy,False,50000000,Comedy,en,Bridget Jones: The Edge of Reason,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",7.78817,Miramax Films,France,2004-11-10,40203020.0,108.0,Deutsch,Bridget Jones: The Edge of Reason,6.1,775.0
8028,866,2,1,Johnny Depp,Kate Winslet,2,Marc Forster,8243,Drama,False,25000000,Drama,en,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,15.529604,Miramax Films,United Kingdom,2004-10-17,116766556.0,106.0,English,Finding Neverland,7.2,1269.0
8029,4251,2,1,Shah Rukh Khan,Preity Zinta,2,Yash Chopra,8244,Drama,False,7000000,Drama,hi,Veer-Zaara,"The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...",3.319516,Yash Raj Films,India,2004-11-12,29385320.0,192.0,हिन्दी,Veer-Zaara,7.5,67.0
8030,2059,2,1,Nicolas Cage,Diane Kruger,2,Jon Turteltaub,8245,Adventure,False,100000000,Adventure,en,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",18.932203,Walt Disney Pictures,United States of America,2004-11-19,347451894.0,131.0,Latin,National Treasure,6.4,1974.0
8031,140,2,2,Gael García Bernal,Fele Martínez,2,Pedro Almodóvar,8246,Crime,False,5000000,Crime,es,La mala educación,"Two children, Ignacio and Enrique, know love, the movies and fear in a religious school at the beginning of the 1960s. Father Manolo, director of the school and its professor of literature, is witness to and part of these discoveries. The three are followed through the next few decades, their reunion marking life and death.",7.66414,Televisión Española TVE,Spain,2004-03-19,40266982.0,106.0,Español,Bad Education,7.1,223.0
8032,11836,2,2,Tom Kenny,Clancy Brown,2,Stephen Hillenburg,8247,Animation,False,30000000,Animation,en,The SpongeBob SquarePants Movie,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",11.213712,Paramount Pictures,United States of America,2004-11-14,140161792.0,87.0,English,The SpongeBob SquarePants Movie,6.7,593.0
8034,1966,2,1,Colin Farrell,Angelina Jolie,2,Oliver Stone,8250,War,False,155000000,War,en,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",13.498641,France 3 Cinéma,France,2004-11-21,167298192.0,175.0,English,Alexander,5.6,957.0
8037,2288,1,2,Julia Roberts,Jude Law,2,Mike Nichols,8254,Drama,False,27000000,Drama,en,Closer,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.",10.860952,Columbia Pictures,United States of America,2004-12-01,115505027.0,104.0,English,Closer,6.7,845.0
8039,9550,2,2,Takeshi Kaneshiro,Andy Lau,2,Zhang Yimou,8256,Adventure,False,0,Adventure,zh,十面埋伏,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",9.3002,Beijing New Picture Film Co. Ltd.,China,2004-05-19,92863945.0,119.0,普通话,House of Flying Daggers,7.1,452.0
8040,163,2,2,George Clooney,Brad Pitt,2,Steven Soderbergh,8257,Thriller,False,110000000,Thriller,en,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",11.869347,Village Roadshow Pictures,United States of America,2004-12-09,362744280.0,125.0,Français,Ocean's Twelve,6.4,2169.0
8041,36648,2,2,Wesley Snipes,Kris Kristofferson,2,David S. Goyer,8258,Science Fiction,False,65000000,Science Fiction,en,Blade: Trinity,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.",18.860681,New Line Cinema,United States of America,2004-12-08,128905366.0,123.0,Esperanto,Blade: Trinity,5.7,1276.0
8042,15788,2,0,Jerry Lewis,Alex Gerry,2,Jerry Lewis,8259,Comedy,False,900000,Comedy,en,The Bellboy,"Stanley is a bellboy at the Fountainbleau Hotel in Miami Beach. It is there that he performs his duties quietly and without a word to anyone. All that he displays are facial expressions and a comedic slapstick style. And anything that can go wrong - does go wrong when Stanley is involved. Then one day, Jerry Lewis, big star, arrives at the hotel and some of the staff notice the striking resemblanc",2.738268,Paramount Pictures,United States of America,1960-07-20,10000000.0,72.0,English,The Bellboy,6.1,22.0
8043,18973,2,2,Jerry Lewis,Ed Wynn,2,Frank Tashlin,8261,Comedy,False,3000000,Comedy,en,Cinderfella,"This was Jerry Lewis' answer to the classic Cinderella story. When his father dies, poor Fella is left at the mercy of his snobbish stepmother and her two no-good sons, Maximilian and Rupert. As he slaves away for his nasty step-family, Maximilian and Rupert attempt to find a treasure Fella's father has supposedly hidden on the estate. Meanwhile, hoping to restore her dwindling fortunes, the stepmother plans a fancy ball in honor of the visiting Princess Charmein whom she hopes will marry Rupert. Eventually, Fella's Fairy Godfather shows up to convince him that he has a shot at winning the Princess himself.",2.395067,Paramount Pictures,United States of America,1960-12-18,7100000.0,91.0,English,Cinderfella,6.7,25.0
8051,43670,1,2,Rachael Leigh Cook,Jonathan Tucker,0,Reverge Anselmo,8269,Drama,False,16000000,Drama,en,Stateside,The film follows a rebellious teenager on leave from the Marines who falls in love with a female musician. The relationship is threatened when she develops a mental illness...,1.054438,Overseas FilmGroup,Germany,2004-05-23,174318.0,97.0,English,Stateside,5.6,12.0
8059,16248,1,2,Mary Beth Hurt,Michael McKean,0,Simon Wincer,8277,Family,False,0,Family,en,D.A.R.Y.L.,"Daryl is a normal 10-year-old boy in many ways. However, unbeknown to his foster parents and friends, Daryl is actually a government-created robot with superhuman reflexes and mental abilities. Even his name has a hidden meaning -- it's actually an acronym for Data Analyzing Robot Youth Life-form. When the organization that created him deems the ""super soldier"" experiment a failure and schedules Daryl to be disassembled, it is up to a few rogue scientists to help him escape.",5.385862,Paramount Pictures,United Kingdom,1985-06-14,7840873.0,100.0,English,D.A.R.Y.L.,6.2,81.0
8060,15613,2,2,D. B. Sweeney,Robert Patrick,2,Robert Lieberman,8278,Drama,False,19885552,Drama,en,Fire in the Sky,"A group of men who were clearing bush for the government arrive back in town, claiming that their friend was abducted by aliens. Nobody believes them, and despite a lack of motive and no evidence of foul play, their friends' disappearance is treated as murder.",6.118228,Paramount Pictures,United States of America,1993-03-12,19724334.0,109.0,English,Fire in the Sky,6.5,128.0
8072,18889,0,0,Samir Khader,Josh Rushing,1,Jehane Noujaim,8291,Documentary,False,0,Documentary,en,Control Room,"A chronicle which provides a rare window into the international perception of the Iraq War, courtesy of Al Jazeera, the Arab world's most popular news outlet. Roundly criticized by Cabinet members and Pentagon officials for reporting with a pro-Iraqi bias, and strongly condemned for frequently airing civilian causalities as well as footage of American POWs, the station has revealed (and continues to show the world) everything about the Iraq War that the Bush administration did not want it to see.",1.949044,[],[],2004-01-15,2586511.0,84.0,العربية,Control Room,7.7,19.0
8073,70368,1,2,Fannie Ward,Jack Dean,2,Cecil B. DeMille,8293,Drama,False,17311,Drama,en,The Cheat,"A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",0.680407,Jesse L. Lasky Feature Play Company,United States of America,1915-12-13,137365.0,59.0,[],The Cheat,4.8,11.0
8087,3060,2,1,John Gilbert,Renée Adorée,2,King Vidor,8308,Drama,False,245000,Drama,en,The Big Parade,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",2.084627,Metro-Goldwyn-Mayer (MGM),United States of America,1925-11-05,22000000.0,151.0,[],The Big Parade,7.0,22.0
8105,5729,2,1,Gaston Modot,Lya Lys,2,Luis Buñuel,8326,Romance,False,0,Romance,fr,L'âge d'or,"The film consists of a series of tightly interlinked vignettes, the most sustained of which details the story of a man and a woman who are passionately in love. Their attempts to consummate their passion are constantly thwarted, by their families, by the Church and bourgeois society in general. In one notable scene, the young girl passionately fellates the toe of a religious statue.",2.76145,Vicomte de Noailles,France,1930-10-28,7940.0,63.0,No Language,L'Âge d'Or,6.7,53.0
8114,877,0,1,Paul Muni,Ann Dvorak,0,Howard Hawks,8335,Action,False,0,Action,en,Scarface,"Big Louis Costillo, last of the old-style gang leaders is slain, and his former bodyguard Tony Camonte is taken into custody. Since Costillo's body has never been found, the police have to release him, though they strongly suspect Johnny Lovo paid Tony to remove Big Louis. Tony begins taking over the rackets in town with violent enforcement, and he becomes a threat to Johnny and the other bosses unless they work for Tony. Meanwhile, Tony's sister wants to be more independent, but finds it difficult to escape from her brother's overprotective grasp. The dissatisfaction of the other bosses and the relentless pursuit of the police push Tony towards a major confrontation.",4.854436,United Artists,United States of America,1932-04-09,600000.0,90.0,English,Scarface,7.5,88.0
8124,43595,0,2,Mae West,Cary Grant,0,Lowell Sherman,8345,Comedy,False,200000,Comedy,en,She Done Him Wrong,"New York singer and nightclub owner Lady Lou has more men friends than you can imagine. Unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realising she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings a local temperance league leader though.",1.840758,Paramount Pictures,United States of America,1933-02-09,2200000.0,66.0,English,She Done Him Wrong,5.2,28.0
8138,43896,2,0,Victor McLaglen,Heather Angel,0,John Ford,8359,Drama,False,243000,Drama,en,The Informer,"In 1922, an Irish rebel informs on his friend, then feels doom closing in.",2.000496,RKO Radio Pictures,United States of America,1935-05-09,950000.0,91.0,English,The Informer,6.5,23.0
8169,55604,2,2,Clark Gable,Spencer Tracy,2,Jack Conway,8390,Adventure,False,2000000,Adventure,en,Boom Town,McMasters and Sand come to oil towns to get rich. Betsey comes West intending to marry Sand but marries McMasters instead. Getting rich and losing it all teaches McMasters and Sand the value of personal ties.,1.52854,Metro-Goldwyn-Mayer (MGM),United States of America,1940-08-30,9172000.0,119.0,English,Boom Town,6.5,8.0
8190,43306,2,1,Spencer Tracy,Irene Dunne,0,Victor Fleming,8411,Drama,False,2627000,Drama,en,A Guy Named Joe,"Pete Sandidge (Tracy), a daredevil bomber pilot, dies when he crashes his plane into a German aircraft carrier, leaving his devoted girlfriend, Dorinda (Irene Dunne), who is also a pilot, heartbroken. In heaven, Pete receives a new assignment: he is to become the guardian angel for Ted Randall (Van Johnson), a young Army flyer. Invisibly, Pete guides Ted through flight school and into combat, but the ectoplasmic mentor's tolerance is tested when Ted falls for Dorinda. Ultimately, however, Pete not only comes to terms with their relationship but also acts as Dorinda's copilot when she undertakes a dangerous bombing raid, so that Ted won't have to. Remade by Steven Speilberg in 1989 as ALWAYS",0.662665,Metro-Goldwyn-Mayer (MGM),United States of America,1944-03-01,5363000.0,120.0,English,A Guy Named Joe,6.0,8.0
8228,29244,2,2,John Wayne,Pedro Armendáriz,0,John Ford,8449,Action,False,1243000,Action,en,3 Godfathers,"Three outlaws on the run discover a dying woman and her baby. They swear to bring the infant to safety across the desert, even at the risk of their own lives.",3.803268,Argosy Pictures,United States of America,1948-12-01,2841000.0,106.0,Español,3 Godfathers,6.1,39.0
8232,37347,2,2,John Wayne,Henry Fonda,0,John Ford,8453,Western,False,2500000,Western,en,Fort Apache,"In John Ford's sombre exploration the mythology of American heroes, he slowly reveals the character of Owen Thursday, who sees his new posting to the desolate Fort Apache as a chance to claim the military honour which he believes is rightfully his. Arrogant, obsessed with military form and ultimately self-destructive, Thursday attempts to destroy the Apache chief Cochise after luring him across the border from Mexico, against the advice of his subordinates.",5.499979,RKO Radio Pictures,United States of America,1948-03-26,3000000.0,125.0,English,Fort Apache,6.8,68.0
8237,35032,1,2,Judy Garland,Gene Kelly,2,Vincente Minnelli,8458,Music,False,3700000,Music,en,The Pirate,"A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",1.830178,Metro-Goldwyn-Mayer (MGM),United States of America,1948-06-11,2956000.0,102.0,English,The Pirate,6.6,17.0
8248,25209,1,2,Betty Hutton,Howard Keel,2,George Sidney,8469,Action,False,3768785,Action,en,Annie Get Your Gun,"This film adaptation of Irving Berlin's classic musical stars Betty Hutton as gunslinger Annie Oakley, who romances fellow sharpshooter Frank Butler (Howard Keel) as they travel with Buffalo Bill's Wild West Show. Previously off target when it comes to love, Annie proves you can get a man with a gun in this battle-of-the-sexes extravaganza, which features timeless numbers like ""Anything You Can Do"" and ""There's No Business Like Show Business.""",2.090588,Metro-Goldwyn-Mayer (MGM),United States of America,1950-05-17,8000000.0,107.0,English,Annie Get Your Gun,7.3,22.0
8312,27029,0,2,Audrey Hepburn,Peter Finch,0,Fred Zinnemann,8533,Drama,False,3500000,Drama,en,The Nun's Story,Gabrielle Van Der Mal gave up everything to become a nun. But her faith and her vows are forever being tested: first in the missionary Congo hospital where she assists the brilliant and handsome Dr. Fortunati and then at the mother house in France when World War II has broken out and the nuns are forbidden by the order to take sides.,3.473993,Warner Bros.,United States of America,1959-06-18,12800000.0,149.0,English,The Nun's Story,7.4,46.0
8331,31287,2,0,Arch Hall Jr.,Richard Kiel,0,Arch Hall Sr.,8552,Horror,False,15000,Horror,en,Eegah,"Teenagers stumble across a prehistoric caveman, who goes on a rampage.",1.274228,Fairway International Pictures,United States of America,1962-06-08,3274.0,90.0,English,Eegah,2.8,18.0
8334,13671,2,1,Robert Preston,Shirley Jones,0,Morton DaCosta,8555,Comedy,False,0,Comedy,en,The Music Man,"A con man comes to an Iowa town with a scam using a boy's marching band program, but things don't go according to plan.",3.391161,Warner Bros.,United States of America,1962-06-19,8000000.0,151.0,English,The Music Man,6.7,47.0
8335,11085,2,2,Trevor Howard,Marlon Brando,0,Lewis Milestone,8556,Adventure,False,19000000,Adventure,en,Mutiny on the Bounty,"The Bounty leaves Portsmouth in 1787. Its destination: to sail to Tahiti and load bread-fruit. Captain Bligh will do anything to get there as fast as possible, using any means to keep up a strict discipline. When they arrive at Tahiti, it is like a paradise for the crew, something completely different than the living hell aboard the ship. On the way back to England, officer Fletcher Christian becomes the leader of a mutiny.",5.857488,Metro-Goldwyn-Mayer (MGM),United States of America,1962-11-08,13680000.0,178.0,English,Mutiny on the Bounty,6.5,68.0
8365,17295,2,0,Brahim Hadjadj,Jean Martin,2,Gillo Pontecorvo,8587,Drama,False,800000,Drama,it,La battaglia di Algeri,Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.,11.322173,Igor Film,Italy,1966-09-08,921548.0,121.0,العربية,The Battle of Algiers,7.8,167.0
8367,17102,2,1,Christopher Lee,Barbara Shelley,2,Terence Fisher,8589,Horror,False,280379,Horror,en,Dracula: Prince of Darkness,"Whilst vacationing in the Carpathian Mountain, two couples stumble across the remains of Count Dracula's castle. The Count's trusted servant kills one of the men, suspending the body over the Count's ashes so that the blood drips from the corpse and saturates the blackened remains. The ritual is completed, the Count revived and his attentions focus on the dead man's wife who is to become his partner; devoted to an existence of depravity and evil.",8.913793,Seven Arts Productions,United Kingdom,1966-01-09,364937.0,90.0,English,Dracula: Prince of Darkness,6.1,54.0
8374,29715,2,2,Charlton Heston,Richard Harris,0,Sam Peckinpah,8596,War,False,3800000,War,en,Major Dundee,"During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.",3.055936,Columbia Pictures Corporation,United States of America,1965-04-07,14873.0,123.0,English,Major Dundee,6.2,41.0
8378,3482,2,2,Burt Lancaster,Paul Scofield,2,John Frankenheimer,8600,Action,False,5800000,Action,en,The Train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",4.412564,Les Productions Artistes Associés,France,1964-09-21,6800000.0,133.0,Deutsch,The Train,7.2,74.0
8379,20108,1,0,Anne Wiazemsky,Walter Green,2,Robert Bresson,8602,Drama,False,0,Drama,fr,Au hasard Balthazar,"The sad life and death of Balthazar, a donkey, from an idyllic childhood surrounded by loving children, through adulthood as a downtrodden beast of burden. His life is paralleled with that of the girl who named him, and as she is humiliated by her sadistic lover, so he is beaten by his owner. But he finds a kind of peace when he is employed by an old miller who thinks he is a reincarnated saint.",4.530601,Argos Films,France,1966-05-25,39388.0,95.0,Français,Au Hasard Balthazar,7.8,74.0
8393,4191,1,2,Jeanne Moreau,Michel Bouquet,0,François Truffaut,8616,Mystery,False,747000,Mystery,fr,La mariée était en noir,"Julie Kohler is prevented from suicide by her mother. She leaves the town. She will track down, charm and kill five men who do not know her. What is her goal ? What is her purpose?",2.775402,Les Films du Carrosse,France,1968-03-22,44566.0,107.0,Français,The Bride Wore Black,7.3,41.0
8395,26039,2,1,Lee Marvin,Angie Dickinson,2,John Boorman,8618,Action,False,2500000,Action,en,Point Blank,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",5.352165,Metro-Goldwyn-Mayer (MGM),United States of America,1967-08-30,3200000.0,92.0,English,Point Blank,7.1,97.0
8401,27277,2,2,John Wayne,Kirk Douglas,2,Burt Kennedy,8625,Western,False,0,Western,en,The War Wagon,"An ex-con seeks revenge on the man who put him in prison by planning a robbery of the latter's stagecoach, which is transporting gold. He enlists the help of a partner, who could be working for his nemesis.",3.874603,Universal Pictures,United States of America,1967-05-27,6000000.0,96.0,Español,The War Wagon,6.6,36.0
8419,38096,1,2,Barbara Hershey,Richard Thomas,2,Frank Perry,8643,Drama,False,0,Drama,en,Last Summer,"During summer vacation on Fire Island, three young people--a girl and two guys--become so close that they form a sort-of threesome. When an uncool girl tries to infiltrate the trio's newly found relationship, they construct an elaborate plot that has violent results.",1.10941,Alsid Productions,United States of America,1969-06-10,3.0,97.0,English,Last Summer,5.0,8.0
8443,2998,2,0,Mark Frechette,Daria Halprin,2,Michelangelo Antonioni,8667,Drama,False,7000000,Drama,en,Zabriskie Point,"An epic portrait of late Sixties America, as seen through the portrayal of two of its children: anthropology student Daria (who's helping a property developer build a village in the Los Angeles desert) and dropout Mark (who's wanted by the authorities for allegedly killing a policeman during a student riot)...",6.258456,Metro-Goldwyn-Mayer (MGM),United States of America,1970-02-09,1000000.0,113.0,English,Zabriskie Point,7.1,78.0
8459,5822,0,0,Simon Chuckster,Melvin Van Peebles,0,Melvin Van Peebles,8683,Action,False,150000,Action,en,Sweet Sweetback's Baadasssss Song,"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",1.435148,Yeah,United States of America,1971-04-23,15200000.0,97.0,English,Sweet Sweetback's Baadasssss Song,4.7,19.0
8506,42449,0,0,Georges Bidault,Clark Clifford,2,Peter Davis,8730,Documentary,False,0,Documentary,en,Hearts and Minds,This film recounts the history and attitudes of the opposing sides of the Vietnam War using archival news footage as well as their own film and interviews. A key theme is how attitudes of American racism and self-righteousness militarism helped create and prolong this bloody conflict. The film also endeaveors to give voice to the Vietnamese people themselves as to how the war has affected them and their reasons why they fight the United States and other western powers while showing the basic humanity of the people that US propaganda tried to dismiss.,1.215723,BBS Productions,United States of America,1974-01-01,30000.0,112.0,English,Hearts and Minds,7.8,25.0
8517,1835,2,1,Robert Mitchum,Charlotte Rampling,0,Dick Richards,8741,Crime,False,2500000,Crime,en,"Farewell, My Lovely","Los Angeles private eye Philip Marlowe is hired by paroled convict Moose Malloy to find his girlfriend Velma, former seedy nightclub dancer.",3.875842,ITC Entertainment,United States of America,1975-08-08,2000000.0,95.0,English,"Farewell, My Lovely",6.8,26.0
8519,10711,2,2,Gene Hackman,Fernando Rey,2,John Frankenheimer,8743,Action,False,0,Action,en,French Connection II,"""Popeye"" Doyle travels to Marsailles to find Alain Charnier, the drug smuggler that eluded him in New York.",18.54199,Twentieth Century Fox Film Corporation,United States of America,1975-05-18,12484444.0,119.0,English,French Connection II,6.6,95.0
8520,19740,2,1,Robert Redford,Susan Sarandon,2,George Roy Hill,8744,Action,False,0,Action,en,The Great Waldo Pepper,A biplane pilot who had missed flying in WWI takes up barnstorming and later a movie career in his quest for the glory he had missed.,5.279919,Universal Studios,United States of America,1975-03-13,20642922.0,108.0,English,The Great Waldo Pepper,6.0,17.0
8541,11558,2,1,Gene Wilder,Jill Clayburgh,2,Arthur Hiller,8765,Comedy,False,6500000,Comedy,en,Silver Streak,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.",8.254209,Twentieth Century Fox Film Corporation,United States of America,1976-12-03,51079064.0,114.0,English,Silver Streak,6.8,101.0
8546,12535,2,1,Mel Brooks,Madeline Kahn,2,Mel Brooks,8770,Comedy,False,3400000,Comedy,en,High Anxiety,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.",5.101153,Twentieth Century Fox Film Corporation,United States of America,1977-12-25,31063038.0,94.0,English,High Anxiety,6.5,86.0
8552,38985,2,2,Roy Scheider,Bruno Cremer,0,William Friedkin,8776,Action,False,22000000,Action,en,Sorcerer,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,13.966833,Paramount Pictures,United States of America,1977-06-24,12000000.0,121.0,English,Sorcerer,7.5,104.0
8572,19827,2,2,Peter Falk,Alan Arkin,2,Arthur Hiller,8797,Action,False,9000000,Action,en,The In-Laws,"In preparation for his daughter's wedding, dentist Sheldon Kornpett meets Vince Ricardo, the groom's father. Vince, a manic fellow who claims to be a government agent, then proceeds to drag Sheldon into a series of chases and misadventures from New York to Central America.",3.336115,Warner Bros.,United States of America,1979-06-15,38200000.0,103.0,English,The In-Laws,6.7,26.0
8573,18966,2,1,George Hamilton,Susan Saint James,2,Stan Dragoti,8798,Romance,False,0,Romance,en,Love at First Bite,"Dracula and Renefield relocate to 70's era New York in search of Cindy Sondheim (the reincarnation of Dracula's one true love, Mina Harker). ""Trouble adjusting"" is a wild understatement for the Count as he battles Cindy's psychiatrist, Jeffrey Rosenberg (a descendant of Van Helsing who changed his name for professional reasons?), who may almost certainly, possibly, may be in love with Cindy too.",2.738421,Melvin Simon Productions,United States of America,1979-04-26,43885000.0,96.0,English,Love at First Bite,5.8,30.0
8582,47542,2,0,Mats Åhlfeldt,Ewa Fröling,0,Jan Gissberg,8808,Romance,False,48740,Romance,sv,Pelle Svanslös,"Peter-No-Tail is a cat who's born without a proper tail on a farm by the Swedish countryside. Due to economical difficulties, the farmer is forced to get rid of Peter. The farmer can't bring himself to drown the cat, so he sneaks Peter inside the car of a family who are renting a house close to the farm for their summer vacation. When the family finally reach their home in Uppsala, Sweden, they find Peter and decide to keep him. Without a tail, he becomes the talk of the town among the other cats and, especially Mike, who teases him cruelly. Mean Mike and his two companions, Bill and Bull,  are notorious for the nasty tricks they like to play on other cats. Mike is currently trying to court Molly Silk-Nose, but his rough and silly approach does not impress her, since she becomes interested in the kind and gentle Peter. But Mike won't give up that easily and he has a plan for how he'll get his revenge.",0.545722,Sandrews,Sweden,1981-12-25,955401.0,81.0,Dansk,Peter-No-Tail,5.7,7.0
8586,13633,2,2,Sean Penn,Reni Santoni,0,Rick Rosenthal,8812,Crime,False,0,Crime,en,Bad Boys,Mick O'Brien is a young Chicago street thug torn between a life of petty crime and the love of his girlfriend. But when the heist of a local drug dealer goes tragically wrong Mick is sentenced to a brutal juvenile prison where violence is a rite of passage and respect is measured in vengeance.,3.313524,EMI Films,United States of America,1983-03-25,9190819.0,104.0,English,Bad Boys,6.7,68.0
8588,6341,2,2,Roy Scheider,Warren Oates,2,John Badham,8814,Science Fiction,False,22000000,Science Fiction,en,Blue Thunder,"Officer Frank Murphy, an experienced LAPD helicopter pilot, is given command of the advanced new ""Blue Thunder"" chopper. But he begins to wonder why the LAPD would need a helicopter so powerful and why it is such a secret.",10.456371,Columbia Pictures Corporation,United States of America,1983-02-05,42313354.0,109.0,English,Blue Thunder,5.9,117.0
8597,15716,2,1,Kevin Kline,Angela Lansbury,2,Wilford Leach,8823,Comedy,False,0,Comedy,en,The Pirates of Penzance,"In spite of being apprenticed to a Pirate King as a child, Frederic has led a very sheltered life. So when he arrives in Penzance with his boisterous shipmates, there are a few surprises in store for him! It all ends happily, but not before he's dodged the Old Bill, fallen in love and made some rather inconvenient discoveries.",2.555585,[],[],1983-02-18,694497.0,112.0,English,The Pirates of Penzance,5.5,4.0
8602,232,2,2,Matt Dillon,Mickey Rourke,2,Francis Ford Coppola,8828,Action,False,10000000,Action,en,Rumble Fish,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",8.20519,Universal Pictures,United States of America,1983-10-20,2494480.0,94.0,English,Rumble Fish,6.8,141.0
8604,30707,1,2,Mariel Hemingway,Eric Roberts,0,Bob Fosse,8830,Drama,False,0,Drama,en,Star 80,"Paul Snider is a narcissistic, small time hustler who fancies himself a ladies man. His life changes when he meets Dorothy Stratten working behind the counter of a Dairy Queen.",4.119518,Warner Bros.,United States of America,1983-11-11,6472990.0,103.0,English,Star 80,6.1,19.0
8606,47892,2,1,Paul Le Mat,Nancy Allen,2,Michael Laughlin,8832,Horror,False,0,Horror,en,Strange Invaders,"Charlie's ex-wife disappears, and he goes to where she grew up--a rural town in the midwest--to look for her. But, surprisingly, nobody knows about her or any of her many relatives, the Newmans. He meets aliens; but when he contacts the FBI, they don't believe him. He tells his story to a tabloid; and suddenly, he is chased by the aliens.",2.430068,EMI Films,United States of America,1983-09-16,1362303.0,92.0,English,Strange Invaders,5.2,18.0
